"asp";"slope";"cur_pl";"cur_pr";"conver";"swi";"prec";"temp";"rad";"ndvi";"dgm";"coord_y";"coord_x";"pawc";"mR";"temp_min";"cloudy";"frost";"veg_p";"cont";"sc";"sc_m";"prec_jja";"drought";"ab_alb"
"4584";0,36694;32,6884;0,0253666;-0,0197905;3,82931;1,19859;1774;4;1096;0,68012;1539,68;256433;108268;29,3906;6,27015;-18,9;108;169;128;15,8;171;31;655;3,4;"0"
"4585";0,463732;37,1683;0,0426527;0,00108693;8,38657;1,01982;1684;4,3;1238;0,474104;1489,33;256248;107893;97,0904;6,05016;-18,8;110;163;139;16,2;161;31;639;3,4;"0"
"4586";1,48259;12,7159;0,00811408;0,0322101;-10,9521;1,79181;1573;5,4;1183;0,525517;1276,87;255993;134213;98,0691;4,54013;-17,9;118;138;169;17,4;126;30;619;3,3;"0"
"4587";1,98954;5,04316;0,0603388;0,0147082;-9,71789;2,04301;1351;6,7;1154;0,445008;832,63;255918;136088;108,989;3,49688;-18,1;115;117;206;19,4;100;22;532;3,5;"0"
"4588";1,12563;30,8194;0,110597;0,00419445;21,3967;1,01335;1304;6;1039;0,536435;1065,96;255793;142848;88,1706;4,37817;-18,1;130;129;188;18,5;115;27;562;3,4;"0"
"4589";0,705325;32,1078;0,0589257;-0,00495427;13,1965;1,17138;1344;6,7;1150;0,584803;827,59;255518;136068;125,386;4,91536;-18;115;117;207;19,5;99;21;532;3,5;"0"
"4590";0,844624;28,1334;-0,00136882;-0,0105393;9,54907;1,20793;1562;4,6;969;0,538058;1546,6;255498;143898;60,2101;2,74291;-17,3;120;157;146;15,4;165;31;679;3,2;"0"
"4591";0,801192;31,1582;-0,00296205;-0,0117723;8,32614;1,18809;1683;4,5;1017;0,394541;1569,19;255478;143933;60,2008;2,84938;-17,3;120;157;146;15,4;165;31;679;3,2;"0"
"4592";0,265805;36,3461;-0,00859142;0,00246221;-3,43346;1,64766;1683;4,4;1017;0,501057;1604,55;255478;143998;80,0186;3,25271;-17,3;125;157;146;15,4;165;31;679;3,2;"0"
"4593";0,148128;36,4706;0,00881446;0,00752072;-0,731157;1,34815;1683;4,5;1017;0,687764;1564,17;255408;143923;61,1883;3,17962;-17,3;120;157;146;15,4;165;31;679;3,2;"0"
"4594";0,232154;34,7922;0,0136905;0,0054685;2,28153;1,37931;1683;4,3;1017;0,578714;1619,78;255398;143998;77,6734;2,97026;-17,3;125;157;146;15,4;165;31;679;3,2;"0"
"4595";0,328715;37,729;0,0111741;0,00188775;9,151;1,19544;1228;7;1162;0,493976;829,82;255343;128248;119,139;5,2162;-17,8;109;117;204;19;83;19;505;3,5;"0"
"4596";0,0189922;20,8541;0,0131447;-0,00728747;2,02485;1,61443;1232;6,9;1148;0,571782;813,21;255228;128258;120,527;5,29208;-17,8;109;117;204;19;83;19;505;3,5;"0"
"4597";0,13701;11,1251;0,00648081;-0,051546;1,13336;1,88305;1232;7;1148;0,36961;802,99;255128;128243;81,0271;4,18836;-17,8;109;117;204;19;83;19;505;3,5;"0"
"4598";1,83438;41,4735;0,0542672;0,0157075;15,8623;0,703013;1460;5;947;0,519112;1340,07;255128;121043;21,2265;5,68804;-18,2;146;137;174;17,6;121;29;567;3,5;"0"
"4599";0,0528345;37,7327;0,0409482;0,00808732;2,64764;0,985136;1267;7,2;1160;0,367673;694,33;254973;140208;81,2778;4,59089;-17,7;114;114;215;20,1;85;18;505;3,5;"0"
"4600";1,97718;8,98495;0,132595;0,0157339;11,5785;1,41646;1660;4;1050;0,598116;1554,92;254863;81672,5;38,8117;5,16829;-18,8;185;156;160;16,6;142;31;636;3,4;"0"
"4601";0,561056;44,3343;0,0198957;0,00383626;4,99318;0,909565;1379;6,6;1210;0,543182;888,83;254833;134888;118,126;5,08801;-18,2;116;121;199;19,1;107;25;551;3,4;"0"
"4602";0,551189;35,2757;-0,065682;-0,0528323;1,73751;1,06352;1379;6,6;1210;0,648221;868,49;254813;134893;106,466;5,02056;-18,2;116;121;199;19,1;107;25;551;3,4;"0"
"4603";1,572;28,9239;0,0599283;-0,0112754;0,522008;1,68402;1609;5,4;1094;0,612472;1134,16;254753;101518;76,4164;6,29805;-19,1;105;133;183;18,7;115;29;595;3,5;"0"
"4604";1,79597;30,1372;0,0718029;0,0102157;4,54959;1,42941;1711;3,8;904;0,477941;1560,89;254698;78002,5;28,5208;5,34198;-19,5;182;162;144;16,6;158;31;641;3,4;"0"
"4605";0,416204;38,4901;-0,105854;-0,0125699;-6,78223;1,35668;1453;5,6;1117;0,4273;1152,97;254678;107623;31,5411;6,29363;-18,5;107;126;194;18,7;106;26;540;3,6;"0"
"4606";1,88296;37,6395;0,0246166;0,0151742;4,80118;1,22173;1711;3,7;904;0,582668;1594,45;254628;78107,5;24,4606;5,47644;-19,5;182;162;144;16,6;158;31;641;3,4;"0"
"4607";1,88963;30,8002;0,034059;0,0165999;1,80975;1,33899;1711;3,8;904;0,516616;1552,77;254693;78097,5;26,6216;5,385;-19,5;182;162;144;16,6;158;31;641;3,4;"0"
"4608";1,45305;33,1518;0,0243291;-0,00667454;1,39014;1,17016;1711;3,6;904;0,493384;1614,27;254608;77977,5;25,0954;5,31768;-19,5;182;162;144;16,6;158;31;641;3,4;"0"
"4609";1,62822;34,8443;-0,0115702;-0,00323977;-0,389886;1,40028;1711;3,5;904;0,639437;1629,63;254588;78032,5;26,3936;5,33897;-19,5;182;162;144;16,6;158;31;641;3,4;"0"
"4610";1,9861;30,5167;0,0649612;0,0553639;8,57881;1,20021;1711;3,5;904;0,782979;1623,2;254598;78097,5;22,8431;5,24396;-19,5;182;162;144;16,6;158;31;641;3,4;"0"
"4611";0,736404;23,6176;-0,11408;-0,0310596;-1,74476;1,50995;1136;7,9;1081;0,495822;658,9;254528;117918;93,8743;5,66819;-16,5;109;111;221;19,6;70;16;458;3,7;"0"
"4612";0,276934;36,675;-0,023028;-0,00665638;-4,66212;1,56868;1697;3,1;1253;0,434727;1701,7;254463;85887,5;48,3737;5,93273;-19;106;159;150;16,4;164;31;663;3,4;"0"
"4613";1,04117;19,3961;0,084899;0,0143619;6,33922;1,51549;1441;5;1021;0,608486;1342,81;254398;124103;111,544;3,22255;-18,1;137;142;167;17,1;126;29;586;3,4;"0"
"4614";0,294439;51,5351;0,195477;0,03784;10,356;0,52764;1441;5,2;986;0,542673;1292,35;254408;124283;68,6729;5,5001;-18,2;142;139;172;17,4;122;29;577;3,4;"0"
"4615";0,916852;28,5564;-0,0420398;-0,0296927;3,22852;1,65422;1489;5,5;1009;0,454699;1224,55;254408;76022,5;55,1983;6,03301;-18,6;144;139;189;17,7;115;28;554;3,5;"0"
"4616";0,0890036;4,4606;0,0155283;0,00363632;-0,515939;2,51714;1091;8,1;1120;0,461447;619,74;254303;117633;122,245;5,66752;-16,1;108;109;226;19,8;64;14;446;3,7;"0"
"4617";0,0640219;35,1062;0,0226793;0,00148219;9,91348;0,929251;1710;3,1;788;0,504132;1742,8;254328;87762,5;44,6339;5,62316;-18,9;176;168;131;15,8;169;31;659;3,4;"0"
"4618";0,488855;39,4582;-0,00677012;0,000582349;1,85434;1,53731;1697;3,6;1253;0,412207;1612,58;254368;85902,5;57,9304;6,18916;-19;106;159;150;16,4;164;31;663;3,4;"0"
"4619";0,527407;35,5156;-0,0176743;-0,00406405;1,34566;1,40634;1703;3,7;1232;0,441982;1600,85;254373;86002,5;60,931;5,95475;-19;105;159;150;16,4;164;31;663;3,4;"0"
"4620";0,548571;25,1326;0,130031;0,027289;8,50886;1,53933;1056;8,6;1065;0,295455;568,07;254293;115293;90,2602;7,0858;-15,6;119;106;232;20;56;12;432;3,8;"0"
"4621";0,999966;7,17417;-0,426154;-0,0560981;-47,3336;2,46835;1345;6,4;1125;0,23054;930,9;254098;133353;84,8837;4,21156;-18,4;113;121;196;19,1;109;25;544;3,5;"0"
"4622";0,0906654;31,9172;0,123907;0,0173014;10,2911;1,01083;1345;6,4;1125;0,463981;944,55;254093;133378;103,896;3,85202;-18,4;113;121;196;19,1;109;25;544;3,5;"0"
"4623";0,812894;15,6239;0,315151;0,0178234;28,6821;1,02428;1680;3,6;1006;0,439252;1807,5;254063;122068;18,8264;5,05516;-17;117;166;133;14,2;174;31;654;3,2;"0"
"4624";0,524725;31,9997;0,0647753;0,0099283;8,91134;1,46488;1484;5,5;1049;0,32754;1202,99;254063;75487,5;50,5018;6,27954;-18,8;123;139;187;17,9;116;28;547;3,5;"0"
"4625";1,9966;13,7354;0,0374782;0,00440439;2,3547;1,66991;1360;6,8;1083;0,507519;840,46;254038;140083;106,758;3,48594;-18,2;115;119;203;19,5;104;23;539;3,4;"0"
"4626";0,376351;24,4225;0,14719;0,100434;16,3876;1,30153;1346;6,1;1043;0,394939;1008,44;253898;133428;118,558;3,69693;-18,4;111;121;196;19,1;109;25;544;3,5;"0"
"4627";1,68447;7,67817;0,0440177;0,00465472;4,10645;1,94476;1169;8,3;1209;0,4016;607,8;253903;112103;56,9339;6,95033;-15,7;114;108;229;19,8;60;14;456;3,8;"0"
"4628";1,98926;23,1786;0,0502801;0,0077571;8,65423;1,26581;1688;4,6;1127;0,578704;1398,5;253953;85807,5;45,2828;5,74114;-18,8;103;147;167;17;144;31;643;3,4;"0"
"4629";0,493034;1,5975;0,367541;0,0267509;-50,9374;2,24088;1688;4,7;1127;0,415428;1381,78;253908;85907,5;42,536;6,04427;-18,8;103;147;167;17;144;31;643;3,4;"0"
"4630";0,266407;30,2282;0,0753589;-0,0076793;8,72269;1,40637;1389;4,7;1013;0,640777;1479,35;253863;130853;91,6643;4,21341;-17,4;115;148;157;16,2;141;31;585;3,4;"0"
"4631";0,325217;24,6294;-0,0975461;0,00409033;-26,6143;1,74717;1389;4,8;1013;0,4238;1467,6;253848;130833;96,6282;5,06798;-17,4;115;148;157;16,2;141;31;585;3,4;"0"
"4632";1,50801;27,9378;-0,021961;-0,0341915;10,66;0,996309;1888;2,1;810;0,599119;1983,6;253823;104093;12,0261;4,99308;-18,6;229;164;138;15,9;160;31;644;3,4;"0"
"4633";0,891804;31,2908;-0,0191528;-0,0084716;-3,79995;1,42031;1710;6,2;1152;0,5141;1003,7;253853;105873;39,076;7,11391;-18,2;109;125;197;18,8;103;25;542;3,6;"0"
"4634";1,66679;5,66255;-0,0757541;-0,00748318;6,84389;2,23102;1169;8,4;1209;0,439698;598,86;253798;112098;57,7116;7,03526;-15,7;113;108;229;19,8;60;14;456;3,8;"0"
"4635";0,811008;14,475;-0,0797551;-0,0225356;-8,25971;1,53858;1213;8;1224;0,402504;684,88;253743;110603;123,26;4,43111;-16,3;111;112;221;19,6;72;17;478;3,8;"0"
"4636";1,28849;6,57189;-0,314609;-0,0126551;-30,4853;1,72778;1709;5,7;938;0,39581;1144,11;253753;94027,5;32,257;6,34402;-18,6;110;132;188;18,1;125;30;652;3,4;"0"
"4637";0,80062;10,646;0,0896018;0,0188209;1,74344;1,61345;1213;8;1224;0,181024;679,87;253708;110598;126,658;4,4505;-16,3;111;112;221;19,6;72;17;478;3,8;"0"
"4638";1,30645;17,4829;0,0348575;0,00651619;0,574203;1,46429;1213;8;1224;0,487267;692,69;253693;110513;128,9;4,32774;-16,3;111;112;221;19,6;72;17;478;3,8;"0"
"4639";0,0648305;21,913;0,204976;-5,8608e-05;30,6087;1,01521;1261;7,8;1206;0,317333;719,51;253698;110408;127,448;4,2577;-16,3;110;112;221;19,6;72;17;478;3,8;"0"
"4640";1,03067;34,6648;-0,0362252;0,0024496;-7,52725;1,18624;1533;4,2;1213;0,426068;1569,79;253708;121853;26,0672;5,71337;-17,8;112;154;149;15,7;155;31;622;3,3;"0"
"4641";0,32846;38,4656;-0,00297325;0,00015071;-2,3233;1,50676;1404;6,5;1283;0,409205;1006,79;253578;109083;46,6093;7,00368;-17,4;112;123;202;18,8;99;24;525;3,7;"0"
"4642";0,848009;23,0582;-0,00278529;0,00400061;3,35925;1,35749;1863;3;896;0,513174;1759,48;253388;103008;126,108;3,01086;-18,6;120;161;143;16,1;158;31;638;3,4;"0"
"4643";0,0157025;20,2305;-0,0353369;0,0131683;-0,268489;2,12561;1311;7,1;1102;0,377358;718,65;253263;136133;109,188;4,73423;-18,1;107;113;215;20;94;21;527;3,5;"0"
"4644";0,761305;33,9188;0,0216627;0,0246014;-3,38943;1,45134;1775;5;1152;0,657615;1326,29;253003;104308;82,8009;6,45956;-18,5;154;142;172;17,6;123;30;600;3,5;"0"
"4645";1,19518;4,0412;0,192764;0,0208004;18,9741;1,72036;1343;4,8;1125;0,51932;1466,92;252388;138033;96,764;3,46942;-17,3;122;147;160;16,1;144;31;515;3,6;"0"
"4646";0,940011;19,7735;-0,173529;-0,0116321;-20,1718;1,56558;1669;4,5;1006;0,601954;1515,67;252108;146983;88,4341;3,76194;-17,7;195;142;167;17;142;31;656;3,3;"0"
"4647";1,62252;37,0657;0,0670571;-0,0154551;1,93635;1,22583;1669;4,6;1006;0,624454;1550,02;252058;147028;87,8209;3,80049;-17,7;195;142;167;17;142;31;656;3,3;"0"
"4648";1,3018;2,95074;-0,0817019;0,00792017;9,33567;3,05652;1514;6,5;1018;0,34375;862,7;257973;26187,5;37,2105;7,22094;-18,4;106;126;200;18,2;74;20;529;3,5;"0"
"4649";0,927224;53,0844;-0,119071;0,177497;6,82664;1,1478;1505;5,4;845;0,292376;1185,57;257788;26892,5;0;6,3371;-19;193;133;186;18;93;25;562;3,5;"0"
"4650";0,128719;21,3641;0,661129;0,000869603;40,9287;1,03867;1659;5,5;1220;0,526189;1182,75;257683;18957,5;70,5972;6,37258;-19,3;127;137;181;17,9;117;27;577;3,4;"0"
"4651";0,769752;17,3132;-0,0274822;0,0218561;-12,311;1,47201;1547;4;1033;0,35402;1580,57;257608;45697,5;48,0006;5,13829;-19,6;112;160;155;16,5;146;31;517;3,4;"0"
"4652";0,893582;29,312;-0,0448372;-0,00677565;-14,2363;1,4764;1547;4;1033;0,598276;1567,01;257628;45682,5;48,5339;5,41639;-19,6;112;160;155;16,5;146;31;517;3,4;"0"
"4653";0,498781;29,0058;-0,0301663;-0,011982;0,31372;1,27825;1547;4;1034;0,55624;1563,94;257593;45592,5;47,6814;5,36214;-19,6;112;160;155;16,5;146;31;517;3,4;"0"
"4654";0,869677;33,8238;0,0228383;0,057486;13,3432;1,09917;1547;4,1;1034;0,5727;1553,51;257618;45522,5;21,3896;5,51837;-19,6;112;160;155;16,5;146;31;517;3,4;"0"
"4655";0,328997;14,363;0,0558525;0,0160048;12,1243;1,45217;1547;4;1159;0,404171;1568,69;257498;45702,5;43,9238;5,55813;-19,6;107;160;155;16,5;146;31;517;3,4;"0"
"4656";0,25891;5,50457;0,0530831;-0,00537445;-1,58724;1,97147;1547;4,1;1034;0,384828;1552,78;257563;45512,5;22,6135;5,95967;-19,6;112;160;155;16,5;146;31;517;3,4;"0"
"4657";0,234547;21,2283;-0,0735405;0,0381582;4,94858;1,30677;1547;4;1112;0,361979;1569;257433;45592,5;46,2321;5,5267;-19,6;107;160;155;16,5;146;31;517;3,4;"0"
"4658";1,03884;2,08719;-0,0353862;0,00869362;21,7015;2,77999;1547;4,1;1112;0,565;1553,27;257378;45587,5;191,261;3,43457;-19,6;107;160;155;16,5;146;31;517;3,4;"0"
"4659";1,94514;49,6353;-0,00311594;0,0137042;-0,757316;1,11216;1580;5,8;990;0,461255;1070,42;257278;21577,5;43,1606;6,48615;-19,1;131;133;189;18,2;92;24;559;3,5;"0"
"4660";1,99094;11,4562;-0,0827814;0,00213358;-7,15851;1,51052;1848;4,9;968;0,45838;1314,84;257178;19222,5;193,727;3,31536;-19,6;177;150;164;17;135;30;621;3,4;"0"
"4661";0,987608;32,1126;-0,100052;0,00219916;-17,7707;1,52649;1594;5,5;1269;0,415584;1172,8;257203;23307,5;32,2288;6,63274;-19,2;111;142;175;17,4;109;28;590;3,4;"0"
"4662";0,235763;38,2493;-0,0693161;0,0497278;-4,58964;1,59133;1398;5,7;1107;0,233787;1132,37;257128;44952,5;24,8942;6,32342;-19,1;98;142;182;17,5;112;26;506;3,5;"0"
"4663";0,242627;28,6009;0,0104333;-0,00438576;12,1531;1,55963;1398;5,7;1107;0,454132;1149,57;257113;44987,5;27,2725;6,16861;-19,1;98;142;182;17,5;112;26;506;3,5;"0"
"4664";0,323731;50,3371;0,104016;0,016589;4,59721;1,51981;1398;5,2;1087;0,556931;1279,82;257098;45187,5;19,1434;6,38863;-19,1;99;142;182;17,5;112;26;506;3,5;"0"
"4665";0,00382382;30,2319;0,121485;0,0329618;14,8124;1,14568;1594;5,5;1267;0,364185;1148,07;257063;23072,5;31,0857;6,34449;-19;113;134;188;17,9;97;25;560;3,5;"0"
"4666";0,106514;34,0688;0,0889705;0,117055;-6,64636;0,898201;1758;5,1;1253;0,154969;1252,25;256918;21052,5;8,25452;6,55984;-19,5;112;146;171;17,3;111;29;600;3,4;"0"
"4667";0,983062;18,459;-0,0105879;-0,002309;-6,91324;1,40658;1758;5,2;1253;0,571885;1254,3;256898;21142,5;28,2981;6,23592;-19,5;112;146;171;17,3;111;29;600;3,4;"0"
"4668";0,0409598;38,53;0,0338438;0,0104341;1,59726;1,17879;1501;6,4;1149;0,473684;908,17;256928;25487,5;26,5601;6,92117;-18,6;108;128;195;18;80;22;536;3,5;"0"
"4669";1,72435;26,8462;0,0187231;-0,00256645;8,85949;1,21441;1748;3,6;1122;0,51895;1663,58;256708;42707,5;26,4168;5,40305;-19,5;106;169;139;15,5;172;31;555;3,3;"0"
"4670";1,68918;35,3354;0,0178904;-0,014723;0,91835;1,50967;1748;3,8;1122;0,57047;1613,09;256708;42772,5;26,6703;5,761;-19,4;109;158;157;16,3;142;31;550;3,4;"0"
"4671";1,98221;7,9302;0,765551;0,0618421;14,3777;2,33744;1521;4,2;1182;0,553806;1532,01;256628;46302,5;36,5;5,66404;-19,6;109;162;155;16,2;150;31;514;3,4;"0"
"4672";1,92287;38,7105;-0,0787521;-0,0033858;-7,29284;1,1287;1748;3,3;1177;0,503139;1707,2;256693;42592,5;22,6039;5,50603;-19,5;106;169;139;15,5;172;31;555;3,3;"0"
"4673";1,10586;32,5322;0,0323077;-0,00398537;10,9562;1,17007;2040;3,9;978;0,364504;1590,84;256603;20217,5;29,2924;6,19629;-19,8;175;165;146;16,1;168;31;668;3,3;"0"
"4674";1,56303;26,9022;-0,017756;0,00440004;1,4927;1,41315;1748;3,9;1122;0,523288;1594,39;256568;42817,5;48,7422;5,53971;-19,4;103;158;157;16,3;142;31;550;3,4;"0"
"4675";0,864989;6,1305;-0,205623;-0,0221592;12,0574;1,77526;1748;3,4;1177;0,492925;1702,88;256608;42602,5;20,4272;5,55715;-19,5;106;169;139;15,5;172;31;555;3,3;"0"
"4676";1,87416;1,04271;-0,823159;-0,005597;-44,4736;2,90354;1471;6,5;1165;0,467721;871,82;256508;24472,5;31,1813;6,76438;-18,5;109;126;199;18,1;77;21;524;3,5;"0"
"4677";1,37616;45,5876;0,0634603;0,00604272;5,77021;1,22686;1871;4,4;980;0,416283;1446,68;256523;20517,5;24,5918;6,47059;-19,6;115;155;160;16,7;148;30;627;3,4;"0"
"4678";1,19748;32,8017;0,0251835;-0,000760547;-3,30128;1,7618;1748;4;1210;0,566514;1580,37;256488;42812,5;49,0387;6,21455;-19,4;103;158;157;16,3;142;31;550;3,4;"0"
"4679";1,29884;14,399;0,0631254;-0,0142348;13,0909;1,6312;1748;3,9;1210;0,572789;1599,93;256498;42767,5;42,1729;5,6724;-19,4;103;158;157;16,3;142;31;550;3,4;"0"
"4680";1,52876;24,7355;-0,00280681;-0,00973538;3,69076;1,47431;1748;3,8;1210;0,563813;1616,5;256483;42712,5;24,4094;5,7137;-19,5;105;169;139;15,5;172;31;555;3,3;"0"
"4681";1,54815;20,5752;-0,0142595;0,00523649;25,4272;1,33153;1748;3,5;1250;0,582686;1683,43;256503;42612,5;26,5141;5,27143;-19,5;105;169;139;15,5;172;31;555;3,3;"0"
"4682";1,53418;41,3997;0,00338533;-0,0118679;0,421939;1,2995;1748;3,7;1210;0,525473;1636,57;256493;42682,5;21,397;5,88468;-19,5;105;169;139;15,5;172;31;555;3,3;"0"
"4683";0,00868827;31,6157;-0,000731485;0,00607149;6,44657;1,08585;1474;5,7;956;0,393365;1103,03;256518;32422,5;28,6064;6,33548;-19,1;103;133;186;17,8;101;25;543;3,5;"0"
"4684";1,92913;8,69717;0,0715013;-0,00651247;0,960595;2,32782;1524;4,3;1176;0,484601;1499,31;256298;45502,5;72,7071;5,59852;-19,6;107;160;155;16,4;146;31;512;3,4;"0"
"4685";1,14821;28,9609;0,00689472;0,0261128;4,62554;1,5021;1613;5,7;1217;0,40443;1109,12;255918;21002,5;31,871;6,48819;-19,2;112;138;182;17,7;98;26;564;3,4;"0"
"4686";1,63459;30,3513;0,0514418;0,0198747;5,05731;1,45995;1613;5,8;1217;0,511583;1089,67;255838;21002,5;30,3142;6,48216;-19,2;112;138;182;17,7;98;26;564;3,4;"0"
"4687";1,34673;31,7547;0,0957763;0,0182209;14,411;1,13004;1613;5,8;1217;0,532995;1084,76;255813;21007,5;28,1641;6,51935;-19,2;112;138;182;17,7;98;26;564;3,4;"0"
"4688";0,997369;33,8636;-0,0479608;-0,00637392;-5,22039;1,38442;1711;5,7;1231;0,506849;1121,37;255798;20902,5;29,1135;6,64876;-19,2;114;138;182;17,7;98;26;564;3,4;"0"
"4689";0,443506;10,4398;0,0607464;0,019634;23,2474;1,76533;1619;4,7;1219;0,37358;1403,7;255403;42997,5;75,2048;5,6893;-19,3;102;155;163;16,6;135;30;542;3,4;"0"
"4690";0,873729;1,12296;0,0447235;0,0172182;14,3659;3,17498;1423;6,5;1146;0,284404;883,49;255243;22487,5;34,69;6,83257;-18,6;130;127;199;18;79;21;522;3,5;"0"
"4691";0,993765;31,9512;-0,0364044;0,000809117;-9,78921;1,50472;1416;6;1249;0,439425;1042,68;255218;19517,5;28,7104;6,67178;-19;109;129;197;18,2;85;22;514;3,5;"0"
"4692";0,994854;43,8913;0,0393461;-0,00498958;5,01344;1,75597;1554;6;1268;0,222067;1019,38;255113;19392,5;24,0629;7,36582;-19;110;129;197;18,2;85;22;514;3,5;"0"
"4693";0,325275;37,9998;0,0418558;0,00947019;9,84307;1,43365;1554;5,9;1268;0,442786;1064,94;255163;19377,5;27,4278;6,83123;-19;110;129;197;18,2;85;22;514;3,5;"0"
"4694";1,07309;14,6422;0,0576299;0,00611089;5,85753;1,53408;1416;6,1;1249;0,498876;987,45;255128;19607,5;22,6656;6,56051;-19;109;129;197;18,2;85;22;514;3,5;"0"
"4695";0,94634;22,8646;-0,0830193;-0,0704555;-14,2251;1,59809;1416;6,4;1249;0,482558;910,95;255018;19592,5;17,7114;7,05533;-19;109;129;197;18,2;85;22;514;3,5;"0"
"4696";1,4927;60,4189;0,0996592;0,0194195;1,0643;1,54568;1399;5,9;1019;0,368881;1120,89;254978;43922,5;30,7476;6,87888;-19,2;99;136;194;18,2;90;23;513;3,6;"0"
"4697";0,751971;28,6335;-0,0585374;-0,019728;-2,21947;1,282;1416;6,3;1230;0,459062;941,01;254993;19457,5;28,5395;6,86867;-19;109;129;197;18,2;85;22;514;3,5;"0"
"4698";1,26777;23,6072;-0,0950522;-0,0324155;-0,358452;1,6226;1554;6,1;1253;0,508163;967,56;255003;19387,5;30,5184;6,8274;-19;110;129;197;18,2;85;22;514;3,5;"0"
"4699";0,190994;15,8811;0,0336358;0,033105;-4,11734;2,53576;1387;6,3;1094;0,3297;965,3;254618;159783;107,246;4,60176;-18,9;116;123;196;19,8;108;25;541;3,4;"0"
"4700";1,86375;0,844198;0,376666;-0,00384255;65,6248;3,19324;1374;6,4;1147;0,31272;895,52;254573;20362,5;32,0211;6,71968;-18,8;112;127;199;18,1;82;21;508;3,5;"0"
"4701";1,99339;0,530068;0,223494;0,000192385;36,6408;2,99314;1374;6,4;1146;0,239082;898,09;254493;20157,5;31,3223;6,6213;-18,8;111;127;199;18,1;82;21;504;3,5;"0"
"4702";0,3569;42,1423;0,0151682;-0,00708979;4,4864;0,956519;1578;5,2;1265;0,264895;1259,78;254408;67007,5;16,736;6,47283;-18,8;101;137;186;18,1;116;28;526;3,4;"0"
"4703";0,870914;46,8882;-0,000375667;0,00274497;-1,46616;0,984978;1578;5,2;1265;0,322917;1275,9;254443;67032,5;14,4346;6,58162;-19,2;104;153;165;16,9;139;31;549;3,3;"0"
"4704";0,369128;33,1621;0,154471;0,0502793;21,6866;1,44661;1454;5,6;1146;0,47541;1158,96;254363;34322,5;22,4225;6,48941;-19,3;102;140;179;17,8;115;28;534;3,5;"0"
"4705";0,00354254;30,3008;-0,0136252;-0,0111589;2,0907;1,40433;1454;5,7;1146;0,438634;1128,97;254288;34392,5;31,2056;6,44454;-19,3;102;140;179;17,8;115;28;534;3,5;"0"
"4706";1,29181;59,4249;-0,00129609;-0,00220154;2,56672;1,3085;1442;5,7;1210;0,532688;1155,01;254198;66967,5;16,5496;6,76173;-18,8;101;137;186;18,1;116;28;526;3,4;"0"
"4707";1,82047;27,0309;-0,0760199;-0,000110514;-6,85245;1,66594;1387;5,7;1119;0,44;1196,9;254083;161238;111,489;4,33398;-18,2;157;129;185;18,5;105;25;546;3,4;"0"
"4708";1,99964;0,749728;-0,36299;-0,00694542;30,4315;3,27623;1364;6,2;1067;0,666667;1026,21;254068;67512,5;42,912;6,89775;-18,5;104;127;198;18,8;104;25;515;3,5;"0"
"4709";0,507666;26,1926;-0,0317739;0,000780994;-6,60408;1,56471;1599;5,3;1272;0,480122;1277,15;253973;35702,5;48,4236;6,24711;-19,6;106;150;166;17,1;133;30;544;3,4;"0"
"4710";1,00269;46,3892;0,00274117;-0,00372159;0,421122;1,10392;1424;4,7;896;0,925926;1498,2;253663;160658;96,4662;3,59305;-17,4;198;152;154;16;141;31;570;3,1;"0"
"4711";1,77129;30,2058;0,00182341;-0,00454807;1,99261;1,27658;1424;4,6;896;0,898649;1519,64;253648;160598;112,751;3,03371;-17,4;198;152;154;16;141;31;570;3,1;"0"
"4712";1,55746;26,6414;-0,0249279;0,000679947;-2,74371;1,43405;1424;4,6;896;0,509044;1534,66;253623;160578;116,142;2,99535;-17,4;198;152;154;16;141;31;570;3,1;"0"
"4713";1,30693;44,8301;-0,0185053;-0,0229027;-0,229625;0,903052;1424;4,7;849;0,513158;1525,14;253653;160703;95,1359;3,428;-17,4;219;156;149;15,7;147;31;574;3,1;"0"
"4714";1,60435;29,1918;-0,00715832;-0,0183612;0,917274;1,19669;1424;4,5;896;0,771605;1556,38;253583;160593;108,991;2,99208;-17,4;198;152;154;16;141;31;570;3,1;"0"
"4715";1,30935;44,6714;-0,0283005;-0,0209013;-5,26351;1,4732;1424;4,5;896;0,748954;1551,79;253583;160623;100,72;3,47626;-17,4;198;152;154;16;141;31;570;3,1;"0"
"4716";1,72114;38,1639;0,0884478;0,005249;7,85653;1,2056;1424;4,5;896;0,280757;1556,05;253588;160648;107,021;3,24888;-17,4;198;152;154;16;141;31;570;3,1;"0"
"4717";1,02266;50,5878;0,117642;0,0371657;12,6126;0,798988;1424;4,4;849;0,376147;1577,55;253598;160698;91,8793;3,42012;-17,4;219;156;149;15,7;147;31;574;3,1;"0"
"4718";1,24621;35,8395;-0,0451038;-0,0250949;-1,74602;1,27099;1475;4,5;950;0,454545;1515,98;253193;169303;82,2481;4,14025;-17,7;121;152;159;16,4;160;31;553;3,5;"0"
"4719";1,49798;18,3805;-0,0431667;0,00719539;18,7061;1,93467;1475;4,4;950;0,539658;1548,33;253183;169383;94,9999;4,50823;-17,7;121;152;159;16,4;160;31;553;3,5;"0"
